ODINO,MFR_NAME,COMPONENT,VEHICLE_MODEL_YEAR,MAKE,MODEL,CDESCR,CRASH,FIRE,INJURED,DEATHS,DATEA,document_id,document_type,sensitivity_level,DATA_SOURCE
11500066,Meridian Vehicle Systems,"FUEL SYSTEM, GASOLINE",2020,Meridian,Crossline,"The owner of a 2020 Meridian Crossline reported intermittent warning appeared during cold start. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,08/16/2025,complaint-11500066,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500067,Orion Automotive Group,"FUEL SYSTEM, GASOLINE",2017,Orion,Metro EV,"The owner of a 2017 Orion Metro EV reported dealer could not duplicate the concern on the first visit. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,10/25/2025,complaint-11500067,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500068,Orion Automotive Group,AIR BAGS,2016,Orion,Metro EV,The owner of a 2016 Orion Metro EV reported condition occurred twice within the same month. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,11/18/2025,complaint-11500068,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500069,Apex Motor Works,"FUEL SYSTEM, GASOLINE",2018,Apex,Summit,"The owner of a 2018 Apex Summit reported owner reported reduced confidence during highway operation. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,09/16/2025,complaint-11500069,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500070,Continental Passenger Vehicles,STEERING,2018,CPV,Ranger,The owner of a 2018 CPV Ranger reported warning lamp illuminated while driving. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,11/16/2025,complaint-11500070,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500071,Northstar Mobility LLC,ELECTRICAL SYSTEM,2017,Northstar,Trail LX,The owner of a 2017 Northstar Trail LX reported intermittent warning appeared during cold start. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,06/11/2025,complaint-11500071,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500072,Continental Passenger Vehicles,SUSPENSION,2023,CPV,Ranger,The owner of a 2023 CPV Ranger reported dealer could not duplicate the concern on the first visit. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,03/03/2025,complaint-11500072,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500073,Helio Motors Inc.,TIRES,2025,Helio,Voltiva,The owner of a 2025 Helio Voltiva reported condition occurred twice within the same month. The concern involved tires and may relate to the tire placard may show an incorrect cold inflation pressure.,N,N,0,0,09/05/2025,complaint-11500073,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500074,Riverton Truck Co.,POWER TRAIN,2021,Riverton,Hauler,The owner of a 2021 Riverton Hauler reported owner reported reduced confidence during highway operation. The concern involved power train and may relate to a transmission park pawl calibration error may allow vehicle movement.,N,N,0,0,03/18/2025,complaint-11500074,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500075,Helio Motors Inc.,AIR BAGS,2025,Helio,Voltiva,The owner of a 2025 Helio Voltiva reported warning lamp illuminated while driving. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,01/14/2025,complaint-11500075,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500076,Northstar Mobility LLC,AIR BAGS,2022,Northstar,Trail LX,The owner of a 2022 Northstar Trail LX reported intermittent warning appeared during cold start. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,04/21/2025,complaint-11500076,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500077,Orion Automotive Group,SEAT BELTS,2021,Orion,Metro EV,The owner of a 2021 Orion Metro EV reported dealer could not duplicate the concern on the first visit. The concern involved seat belts and may relate to the second-row buckle anchor may not meet retention specifications.,N,N,0,0,06/02/2025,complaint-11500077,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500078,Riverton Truck Co.,SUSPENSION,2019,Riverton,Hauler,The owner of a 2019 Riverton Hauler reported condition occurred twice within the same month. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,04/25/2025,complaint-11500078,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500079,Northstar Mobility LLC,SEAT BELTS,2020,Northstar,Trail LX,The owner of a 2020 Northstar Trail LX reported owner reported reduced confidence during highway operation. The concern involved seat belts and may relate to the second-row buckle anchor may not meet retention specifications.,N,N,0,0,08/05/2025,complaint-11500079,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500080,Northstar Mobility LLC,ELECTRICAL SYSTEM,2017,Northstar,Trail LX,The owner of a 2017 Northstar Trail LX reported warning lamp illuminated while driving. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,07/11/2025,complaint-11500080,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500081,Riverton Truck Co.,AIR BAGS,2017,Riverton,Hauler,The owner of a 2017 Riverton Hauler reported intermittent warning appeared during cold start. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,10/20/2025,complaint-11500081,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500082,Orion Automotive Group,STEERING,2021,Orion,Metro EV,The owner of a 2021 Orion Metro EV reported dealer could not duplicate the concern on the first visit. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,09/23/2025,complaint-11500082,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500083,Apex Motor Works,"SERVICE BRAKES, HYDRAULIC",2026,Apex,Summit,"The owner of a 2026 Apex Summit reported condition occurred twice within the same month. The concern involved service brakes, hydraulic and may relate to the brake actuator may report incorrect pressure under repeated stop-and-go operation.",N,N,0,0,12/06/2025,complaint-11500083,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500084,Cobalt Auto Corporation,STEERING,2024,Cobalt,Vista,The owner of a 2024 Cobalt Vista reported owner reported reduced confidence during highway operation. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,06/21/2025,complaint-11500084,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500085,Meridian Vehicle Systems,STEERING,2024,Meridian,Crossline,The owner of a 2024 Meridian Crossline reported warning lamp illuminated while driving. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,02/04/2025,complaint-11500085,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500086,Northstar Mobility LLC,SUSPENSION,2025,Northstar,Trail LX,The owner of a 2025 Northstar Trail LX reported intermittent warning appeared during cold start. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,03/18/2025,complaint-11500086,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500087,Apex Motor Works,AIR BAGS,2025,Apex,Summit,The owner of a 2025 Apex Summit reported dealer could not duplicate the concern on the first visit. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,03/23/2025,complaint-11500087,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500088,Riverton Truck Co.,TIRES,2017,Riverton,Hauler,The owner of a 2017 Riverton Hauler reported condition occurred twice within the same month. The concern involved tires and may relate to the tire placard may show an incorrect cold inflation pressure.,N,N,0,0,12/24/2025,complaint-11500088,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500089,Cobalt Auto Corporation,ELECTRICAL SYSTEM,2017,Cobalt,Vista,The owner of a 2017 Cobalt Vista reported owner reported reduced confidence during highway operation. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,09/23/2025,complaint-11500089,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500090,Riverton Truck Co.,TIRES,2025,Riverton,Hauler,The owner of a 2025 Riverton Hauler reported warning lamp illuminated while driving. The concern involved tires and may relate to the tire placard may show an incorrect cold inflation pressure.,N,N,0,0,02/19/2025,complaint-11500090,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500091,Orion Automotive Group,STEERING,2019,Orion,Metro EV,The owner of a 2019 Orion Metro EV reported intermittent warning appeared during cold start. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,03/22/2025,complaint-11500091,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500092,Apex Motor Works,TIRES,2023,Apex,Summit,The owner of a 2023 Apex Summit reported dealer could not duplicate the concern on the first visit. The concern involved tires and may relate to the tire placard may show an incorrect cold inflation pressure.,N,N,0,0,08/23/2025,complaint-11500092,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500093,Riverton Truck Co.,STEERING,2023,Riverton,Hauler,The owner of a 2023 Riverton Hauler reported condition occurred twice within the same month. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,08/28/2025,complaint-11500093,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500094,Northstar Mobility LLC,SUSPENSION,2018,Northstar,Trail LX,The owner of a 2018 Northstar Trail LX reported owner reported reduced confidence during highway operation. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,09/15/2025,complaint-11500094,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500095,Helio Motors Inc.,SEAT BELTS,2016,Helio,Voltiva,The owner of a 2016 Helio Voltiva reported warning lamp illuminated while driving. The concern involved seat belts and may relate to the second-row buckle anchor may not meet retention specifications.,N,N,0,0,02/25/2025,complaint-11500095,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500096,Apex Motor Works,AIR BAGS,2026,Apex,Summit,The owner of a 2026 Apex Summit reported intermittent warning appeared during cold start. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,06/13/2025,complaint-11500096,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500097,Riverton Truck Co.,ELECTRICAL SYSTEM,2022,Riverton,Hauler,The owner of a 2022 Riverton Hauler reported dealer could not duplicate the concern on the first visit. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,12/21/2025,complaint-11500097,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500098,Northstar Mobility LLC,SUSPENSION,2023,Northstar,Trail LX,The owner of a 2023 Northstar Trail LX reported condition occurred twice within the same month. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,06/01/2025,complaint-11500098,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500099,Northstar Mobility LLC,AIR BAGS,2022,Northstar,Trail LX,The owner of a 2022 Northstar Trail LX reported owner reported reduced confidence during highway operation. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,01/11/2025,complaint-11500099,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500100,Northstar Mobility LLC,SEAT BELTS,2026,Northstar,Trail LX,The owner of a 2026 Northstar Trail LX reported warning lamp illuminated while driving. The concern involved seat belts and may relate to the second-row buckle anchor may not meet retention specifications.,N,N,0,0,08/26/2025,complaint-11500100,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500101,Helio Motors Inc.,SUSPENSION,2022,Helio,Voltiva,The owner of a 2022 Helio Voltiva reported intermittent warning appeared during cold start. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,04/16/2025,complaint-11500101,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500102,Helio Motors Inc.,STEERING,2021,Helio,Voltiva,The owner of a 2021 Helio Voltiva reported dealer could not duplicate the concern on the first visit. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,07/22/2025,complaint-11500102,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500103,Riverton Truck Co.,SUSPENSION,2023,Riverton,Hauler,The owner of a 2023 Riverton Hauler reported condition occurred twice within the same month. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,10/11/2025,complaint-11500103,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500104,Northstar Mobility LLC,STEERING,2017,Northstar,Trail LX,The owner of a 2017 Northstar Trail LX reported owner reported reduced confidence during highway operation. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,11/10/2025,complaint-11500104,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500105,Northstar Mobility LLC,ELECTRICAL SYSTEM,2019,Northstar,Trail LX,The owner of a 2019 Northstar Trail LX reported warning lamp illuminated while driving. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,07/08/2025,complaint-11500105,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500106,Apex Motor Works,POWER TRAIN,2017,Apex,Summit,The owner of a 2017 Apex Summit reported intermittent warning appeared during cold start. The concern involved power train and may relate to a transmission park pawl calibration error may allow vehicle movement.,N,N,0,0,07/19/2025,complaint-11500106,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500107,Apex Motor Works,TIRES,2026,Apex,Summit,The owner of a 2026 Apex Summit reported dealer could not duplicate the concern on the first visit. The concern involved tires and may relate to the tire placard may show an incorrect cold inflation pressure.,N,N,0,0,05/20/2025,complaint-11500107,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500108,Northstar Mobility LLC,TIRES,2023,Northstar,Trail LX,The owner of a 2023 Northstar Trail LX reported condition occurred twice within the same month. The concern involved tires and may relate to the tire placard may show an incorrect cold inflation pressure.,N,N,0,0,11/25/2025,complaint-11500108,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500109,Apex Motor Works,"FUEL SYSTEM, GASOLINE",2026,Apex,Summit,"The owner of a 2026 Apex Summit reported owner reported reduced confidence during highway operation. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,12/07/2025,complaint-11500109,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500110,Riverton Truck Co.,SUSPENSION,2018,Riverton,Hauler,The owner of a 2018 Riverton Hauler reported warning lamp illuminated while driving. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,03/28/2025,complaint-11500110,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500111,Continental Passenger Vehicles,ELECTRICAL SYSTEM,2019,CPV,Ranger,The owner of a 2019 CPV Ranger reported intermittent warning appeared during cold start. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,10/22/2025,complaint-11500111,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500112,Apex Motor Works,AIR BAGS,2019,Apex,Summit,The owner of a 2019 Apex Summit reported dealer could not duplicate the concern on the first visit. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,04/03/2025,complaint-11500112,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500113,Riverton Truck Co.,SEAT BELTS,2024,Riverton,Hauler,The owner of a 2024 Riverton Hauler reported condition occurred twice within the same month. The concern involved seat belts and may relate to the second-row buckle anchor may not meet retention specifications.,N,N,0,0,07/02/2025,complaint-11500113,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500114,Orion Automotive Group,STEERING,2016,Orion,Metro EV,The owner of a 2016 Orion Metro EV reported owner reported reduced confidence during highway operation. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,01/22/2025,complaint-11500114,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500115,Meridian Vehicle Systems,"FUEL SYSTEM, GASOLINE",2024,Meridian,Crossline,"The owner of a 2024 Meridian Crossline reported warning lamp illuminated while driving. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,08/13/2025,complaint-11500115,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500116,Orion Automotive Group,ELECTRICAL SYSTEM,2025,Orion,Metro EV,The owner of a 2025 Orion Metro EV reported intermittent warning appeared during cold start. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,07/27/2025,complaint-11500116,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500117,Apex Motor Works,"FUEL SYSTEM, GASOLINE",2021,Apex,Summit,"The owner of a 2021 Apex Summit reported dealer could not duplicate the concern on the first visit. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,07/05/2025,complaint-11500117,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500118,Northstar Mobility LLC,SUSPENSION,2018,Northstar,Trail LX,The owner of a 2018 Northstar Trail LX reported condition occurred twice within the same month. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,09/11/2025,complaint-11500118,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500119,Helio Motors Inc.,POWER TRAIN,2020,Helio,Voltiva,The owner of a 2020 Helio Voltiva reported owner reported reduced confidence during highway operation. The concern involved power train and may relate to a transmission park pawl calibration error may allow vehicle movement.,N,N,0,0,06/05/2025,complaint-11500119,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500120,Northstar Mobility LLC,STEERING,2026,Northstar,Trail LX,The owner of a 2026 Northstar Trail LX reported warning lamp illuminated while driving. The concern involved steering and may relate to the steering intermediate shaft fastener may have been under-torqued.,N,N,0,0,01/01/2025,complaint-11500120,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500121,Apex Motor Works,AIR BAGS,2024,Apex,Summit,The owner of a 2024 Apex Summit reported intermittent warning appeared during cold start. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,10/23/2025,complaint-11500121,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500122,Continental Passenger Vehicles,"FUEL SYSTEM, GASOLINE",2026,CPV,Ranger,"The owner of a 2026 CPV Ranger reported dealer could not duplicate the concern on the first visit. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,02/17/2025,complaint-11500122,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500123,Meridian Vehicle Systems,AIR BAGS,2023,Meridian,Crossline,The owner of a 2023 Meridian Crossline reported condition occurred twice within the same month. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,07/14/2025,complaint-11500123,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500124,Helio Motors Inc.,TIRES,2022,Helio,Voltiva,The owner of a 2022 Helio Voltiva reported owner reported reduced confidence during highway operation. The concern involved tires and may relate to the tire placard may show an incorrect cold inflation pressure.,N,N,0,0,10/25/2025,complaint-11500124,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500125,Cobalt Auto Corporation,"FUEL SYSTEM, GASOLINE",2026,Cobalt,Vista,"The owner of a 2026 Cobalt Vista reported warning lamp illuminated while driving. The concern involved fuel system, gasoline and may relate to a fuel line quick connector may not be fully seated.",N,N,0,0,02/26/2025,complaint-11500125,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500126,Continental Passenger Vehicles,AIR BAGS,2017,CPV,Ranger,The owner of a 2017 CPV Ranger reported intermittent warning appeared during cold start. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,09/13/2025,complaint-11500126,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500127,Apex Motor Works,AIR BAGS,2016,Apex,Summit,The owner of a 2016 Apex Summit reported dealer could not duplicate the concern on the first visit. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,04/11/2025,complaint-11500127,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500128,Helio Motors Inc.,AIR BAGS,2024,Helio,Voltiva,The owner of a 2024 Helio Voltiva reported condition occurred twice within the same month. The concern involved air bags and may relate to the air bag control module may intermittently lose communication.,N,N,0,0,05/05/2025,complaint-11500128,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500129,Continental Passenger Vehicles,ELECTRICAL SYSTEM,2015,CPV,Ranger,The owner of a 2015 CPV Ranger reported owner reported reduced confidence during highway operation. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,05/05/2025,complaint-11500129,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500130,Meridian Vehicle Systems,SUSPENSION,2015,Meridian,Crossline,The owner of a 2015 Meridian Crossline reported warning lamp illuminated while driving. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,10/04/2025,complaint-11500130,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500131,Riverton Truck Co.,SUSPENSION,2019,Riverton,Hauler,The owner of a 2019 Riverton Hauler reported intermittent warning appeared during cold start. The concern involved suspension and may relate to front lower control arm bushings may crack prematurely.,N,N,0,0,04/21/2025,complaint-11500131,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
11500132,Northstar Mobility LLC,ELECTRICAL SYSTEM,2020,Northstar,Trail LX,The owner of a 2020 Northstar Trail LX reported dealer could not duplicate the concern on the first visit. The concern involved electrical system and may relate to a body control module software fault may reset the instrument cluster.,N,N,0,0,05/26/2025,complaint-11500132,consumer_complaint,public,generated_fallback_nhtsa_style_not_real
